iter	RMSE
0	0.1669497288
1	0.1658685916
2	0.1647859075
3	0.1636604685
4	0.1627575785
5	0.1616763418
6	0.1605920555
7	0.1595736376
8	0.1585964506
9	0.1575620985
10	0.1565758028
11	0.1556137624
12	0.1546477222
13	0.1536792695
14	0.152743542
15	0.1517456263
16	0.150863144
17	0.1499653366
18	0.1490891921
19	0.1482034506
20	0.1473383841
21	0.1464029443
22	0.1455477478
23	0.1446101107
24	0.1437524781
25	0.14290936
26	0.1419844932
27	0.1411542418
28	0.1403726937
29	0.1395246899
30	0.1387108299
31	0.1379720892
32	0.1371678369
33	0.1363324238
34	0.1354994486
35	0.1347098039
36	0.1339589959
37	0.133195115
38	0.1324804249
39	0.1316858004
40	0.130928558
41	0.1302282608
42	0.1294944417
43	0.1287427425
44	0.1280052749
45	0.1273017338
46	0.1266283124
47	0.1259544138
48	0.1252677624
49	0.1246055899
50	0.1239577216
51	0.1232814693
52	0.1225948834
53	0.1219345371
54	0.1212568631
55	0.1205525834
56	0.119889959
57	0.1192217346
58	0.1185941867
59	0.1179818007
60	0.1173865493
61	0.1168645965
62	0.1162090871
63	0.115655212
64	0.1150377028
65	0.1145044752
66	0.1139414425
67	0.1134041388
68	0.1128450087
69	0.1123025682
70	0.1117875468
71	0.1112321802
72	0.1106946377
73	0.1101349616
74	0.1096130074
75	0.109115622
76	0.1086258651
77	0.1081089127
78	0.1075668812
79	0.1070573917
80	0.1065516964
81	0.1060282858
82	0.1055474011
83	0.105087269
84	0.1046111358
85	0.1041714245
86	0.1036678605
87	0.103197713
88	0.102694634
89	0.102251577
90	0.1018318492
91	0.1014186338
92	0.1010249817
93	0.1006031028
94	0.1001633348
95	0.09973772965
96	0.09932437042
97	0.09892041229
98	0.09847067377
99	0.09803115244
100	0.09763703903
101	0.09722341991
102	0.09681575118
103	0.09639156237
104	0.09599146926
105	0.09560648982
106	0.09524920749
107	0.09483898973
108	0.09446354782
109	0.09408531043
110	0.09373732107
111	0.09337615011
112	0.09292591262
113	0.09252871996
114	0.09211226397
115	0.09170465921
116	0.09128728154
117	0.09087835606
118	0.09048714371
119	0.09010851312
120	0.08976237739
121	0.08939855043
122	0.08901919538
123	0.08868266224
124	0.08832793468
125	0.08798868194
126	0.08764930437
127	0.0872975922
128	0.08694550021
129	0.08659378428
130	0.08624880961
131	0.0858997577
132	0.08558139862
133	0.08524287214
134	0.084893513
135	0.08458919392
136	0.08429246218
137	0.08397013569
138	0.0836796108
139	0.08335609377
140	0.08306036663
141	0.08278312627
142	0.08250456925
143	0.08221408282
144	0.08189796707
145	0.08161903052
146	0.08132525884
147	0.08101807129
148	0.08072535128
149	0.08042628281
150	0.08017855206
151	0.07992933885
152	0.07967436132
153	0.07940261842
154	0.07912907845
155	0.07889681421
156	0.07863579368
157	0.0783855856
158	0.07812559225
159	0.07789866284
160	0.07765952782
161	0.07740569621
162	0.07715363067
163	0.07693041312
164	0.07669269663
165	0.07645594311
166	0.07621815243
167	0.07595422705
168	0.07575504439
169	0.07552238432
170	0.07529563349
171	0.07507407335
172	0.07486638437
173	0.07464688454
174	0.07445320398
175	0.07423511204
176	0.07402926018
177	0.07381413976
178	0.07362751976
179	0.07341353534
180	0.07319133376
181	0.07299615881
182	0.07276840516
183	0.07257855493
184	0.07238291719
185	0.0721951457
186	0.07201162436
187	0.07184115025
188	0.07164498973
189	0.07147654595
190	0.07129448694
191	0.0711014351
192	0.07092800039
193	0.07075141472
194	0.0705618264
195	0.070367961
196	0.07020767248
197	0.0700414001
198	0.06988764179
199	0.0697172831
200	0.06955984045
201	0.06939356617
202	0.06924094824
203	0.06904929407
204	0.06888417031
205	0.06874607129
206	0.06859383658
207	0.06845472005
208	0.06828717213
209	0.06814068294
210	0.06799117076
211	0.06784352604
212	0.06770755923
213	0.06755313592
214	0.06741060645
215	0.06725234299
216	0.06712778947
217	0.06698869167
218	0.06686143971
219	0.06668281979
220	0.06653000565
221	0.06637773825
222	0.06620908836
223	0.06604198919
224	0.0658860256
225	0.06573335112
226	0.06558963202
227	0.06543767281
228	0.06528175246
229	0.06517292662
230	0.06504771709
231	0.06491130081
232	0.06478019429
233	0.06463210304
234	0.06449912267
235	0.06436734879
236	0.06423741867
237	0.06411966552
238	0.06401065685
239	0.06389414495
240	0.06376366748
241	0.06364805267
242	0.06352388902
243	0.0633898225
244	0.06328649771
245	0.06317508943
246	0.06304933903
247	0.06292669336
248	0.06281861544
249	0.06268880311
250	0.06256201545
251	0.0624605054
252	0.06236029969
253	0.06225140312
254	0.0621421158
255	0.06202515143
256	0.06192762324
257	0.06183918368
258	0.06172676017
259	0.06162837194
260	0.06152432726
261	0.06141846097
262	0.06130895484
263	0.06120859338
264	0.06111621502
265	0.06100742949
266	0.06091595066
267	0.06083100849
268	0.06073398834
269	0.06063980764
270	0.06054185004
271	0.06044855527
272	0.06034453076
273	0.06025531374
274	0.06016877981
275	0.06007169323
276	0.05997719873
277	0.05987984911
278	0.05980033878
279	0.05970880927
280	0.05962357884
281	0.05952666213
282	0.05942881128
283	0.05935729924
284	0.05926859074
285	0.05917857456
286	0.05908363234
287	0.05900110656
288	0.05892141838
289	0.05883105809
290	0.0587487959
291	0.05865942211
292	0.05858032992
293	0.05850491945
294	0.05842878335
295	0.05835088822
296	0.0582801801
297	0.05820533827
298	0.05812891789
299	0.05807466438
300	0.05799773336
301	0.05793877466
302	0.05788899164
303	0.05781120181
304	0.05775402866
305	0.05767884704
306	0.05760089797
307	0.05752949433
308	0.05747359551
309	0.05740108751
